"Taxa","sol","sol_Hi","sol_Lo","sol_Mo","sol_VL","tot","lab","org","occ","sec","apa","stp10","stp100","stp20","stp30","PBR1","PBR2","PHO1","PHO2","PMEH1","PMEH2","PNZ1","PNZ2","POL1","POL2","TP1","TP2","NPlim","ext_P20"
"IS23033.D0D0HACXX.5.250046087",8,0,0,100,0,297.140411376953,16.1219482421875,36.1785087585449,140.300979614258,18.2280216217041,86.3109664916992,582.312133789062,544.038513183594,550.125854492188,556.024841308594,516,1,NA,NA,1519,727,3019,2761,1060,NA,700,500,NA,21
"IS23048.70MUKAAXX.2.250006027",9,0,33,67,0,485.166290283203,52.3335456848145,73.8783416748047,104.670257568359,25.60276222229,228.681350708008,538.121887207031,460.543548583984,479.988647460938,471.294891357422,443,105,61,0,1204,335,3308,3515,650,43,700,400,-0.315979987382889,19
"IS23053.70MUKAAXX.2.250006037",9,0,30,70,0,321.88916015625,34.7212944030762,49.015438079834,69.4446868896484,16.9864482879639,151.721282958984,669.7236328125,649.418762207031,660.12451171875,656.427795410156,599,50,NA,NA,1350,548,3013,2962,889,NA,600,400,-0.615000009536743,22
"IS23100.628NVAAXX.5.250006957",1,10,10,0,80,350.999938964844,24.2477493286133,92.0299911499023,176.32341003418,46.8841171264648,11.5146646499634,592.567016601562,479.182708740234,512.129089355469,499.421295166016,739,169,800,49,2001,102,3125,3824,NA,NA,400,200,-0.00578510016202927,23
"IS23108.D1EYBACXX.1.250137757",9,0,30,70,0,545.81201171875,67.4385833740234,221.90837097168,124.314140319824,39.1418571472168,93.0090255737305,705.533508300781,601.498718261719,639.661804199219,628.518676757812,412,150,61,0,1069,167,3433,3839,475,43,700,400,-0.41457000374794,27
"IS23142.628NVAAXX.5.250006981",8,0,0,90,10,503.846771240234,36.5202445983887,124.96435546875,190.207931518555,57.3031997680664,94.8509902954102,556.602600097656,499.590118408203,523.336730957031,525.273620605469,600,132,200,0,1297,152,2992,3381,NA,NA,600,300,-0.00728499982506037,24
"IS23166.B064FABXX.1.250010004",1,10,10,0,80,350.999938964844,24.2477493286133,92.0299911499023,176.32341003418,46.8841171264648,11.5146646499634,407.508911132812,356.466705322266,381.545867919922,377.532653808594,739,169,800,49,2001,102,3125,3824,NA,NA,400,200,NA,22
"IS23178.628P7AAXX.7.250007037",8,10,0,90,0,272.378723144531,19.7427825927734,67.5555267333984,102.82608795166,30.9780158996582,51.2762870788574,451.779266357422,389.230224609375,406.006622314453,404.099609375,1050,105,1000,NA,1073,188,3196,3185,539,207,500,500,-0.0482599996030331,24
"IS23184.D1EYBACXX.1.250137758",11,0,66,34,0,503.846771240234,36.5202445983887,124.96435546875,190.207931518555,57.3031997680664,94.8509902954102,415.151489257812,352.374755859375,369.876159667969,360.697570800781,1960,542,NA,NA,1477,99,1519,2101,515,106,300,200,-0.0642269998788834,25
"IS23188.D1EYBACXX.1.250137759",8,10,0,90,0,503.846771240234,36.5202445983887,124.96435546875,190.207931518555,57.3031997680664,94.8509902954102,352.511871337891,321.563812255859,328.068542480469,327.968200683594,1050,105,1000,NA,1073,188,3196,3185,539,207,500,500,-0.116959996521473,26
"IS23216.MRG.4.250047513",8,10,0,90,0,503.846771240234,36.5202445983887,124.96435546875,190.207931518555,57.3031997680664,94.8509902954102,346.411499023438,306.680969238281,307.725463867188,310.641296386719,1050,105,1000,NA,1073,188,3196,3185,539,207,500,500,-0.0222270004451275,22
"IS23225.D1EYBACXX.1.250137760",1,10,0,10,80,104,6.45307970046997,21.1178665161133,61.6457023620605,13.8420991897583,0.941255033016205,333.393737792969,279.215301513672,284.899047851562,292.878448486328,257,64,NA,100,NA,NA,4687,5938,NA,NA,400,200,-0.0380229987204075,23
"IS23240.D1EYBACXX.1.250137761",1,10,0,10,80,545.81201171875,58.8752288818359,83.1131286621094,117.754028320312,28.8031044006348,257.266479492188,336.895721435547,284.4873046875,302.828460693359,298.402069091797,257,64,NA,100,NA,NA,4687,5938,NA,NA,400,200,-0.075084000825882,22
"IS23248.D1EYBACXX.1.250137762",1,0,0,10,90,104,6.45307970046997,21.1178665161133,61.6457023620605,13.8420991897583,0.941255033016205,571.782897949219,458.826019287109,485.560516357422,466.282379150391,227,51,NA,100,NA,NA,4853,5826,NA,NA,400,100,-0.0946300029754639,22
"IS23262.D1EYBACXX.1.250137763",2,10,0,20,70,104,6.45307970046997,21.1178665161133,61.6457023620605,13.8420991897583,0.941255033016205,643.289672851562,461.828582763672,519.180419921875,480.911499023438,256,58,NA,100,NA,NA,4875,5672,NA,NA,400,200,-0.132489994168282,23
"IS23263.D1EYBACXX.1.250137764",11,0,66,34,0,116.999992370605,7.25971412658691,23.7575950622559,69.3514022827148,15.5723609924316,1.05891180038452,388.625823974609,325.877685546875,341.810577392578,338.103454589844,1960,542,NA,NA,1477,99,1519,2101,515,106,300,200,-0.0984449982643127,29
"IS23275.D1EYBACXX.1.250137765",8,0,0,100,0,44.9545440673828,2.78937745094299,9.12830829620361,26.6466770172119,5.98332071304321,0.406862407922745,336.624847412109,296.218322753906,307.740844726562,304.975311279297,1162,487,800,NA,2098,637,2577,3006,723,180,500,400,-0.0833190008997917,27
"IS23283.D1EYBACXX.1.250137766",12,0,80,20,0,321.88916015625,39.7714767456055,130.869049072266,73.3134765625,23.0836601257324,54.8514785766602,405.876586914062,349.480743408203,344.694854736328,355.593139648438,1768,716,0,44,6594,577,2616,1859,457,393,300,400,-0.0157060008496046,20
"IS23298.D1EYBACXX.1.250137767",2,10,0,20,70,116.999992370605,7.25971412658691,23.7575950622559,69.3514022827148,15.5723609924316,1.05891180038452,317.254058837891,274.645782470703,289.064422607422,287.541839599609,256,58,NA,100,NA,NA,4875,5672,NA,NA,400,200,-0.0274800006300211,23
"IS23306.D1EYBACXX.1.250137768",8,0,0,100,0,321.88916015625,34.7212944030762,49.015438079834,69.4446868896484,16.9864482879639,151.721282958984,392.631011962891,328.555877685547,341.050354003906,341.202789306641,1162,487,800,NA,2098,637,2577,3006,723,180,500,400,-0.114660002291203,27
"IS23308.D1EYBACXX.1.250137769",8,0,0,100,0,209.715667724609,22.6214466094971,31.9342994689941,45.244270324707,11.0669288635254,98.8487167358398,340.150817871094,299.995727539062,317.235015869141,314.91552734375,1162,487,800,NA,2098,637,2577,3006,723,180,500,400,-0.0992389991879463,28
"IS23319.D1EYBACXX.1.250137770",1,10,0,10,80,104,6.45307970046997,21.1178665161133,61.6457023620605,13.8420991897583,0.941255033016205,601.132873535156,488.730529785156,514.236877441406,495.349060058594,257,64,NA,100,NA,NA,4687,5938,NA,NA,400,200,-0.0966899991035461,25
"IS23322.D1EYBACXX.1.250137771",2,30,0,10,60,104,6.45307970046997,21.1178665161133,61.6457023620605,13.8420991897583,0.941255033016205,354.340148925781,282.816650390625,297.305328369141,295.853149414062,287,71,NA,100,NA,NA,4709,5768,NA,NA,400,200,-0.0107909999787807,20
"IS23335.D1EYBACXX.1.250137772",11,0,66,34,0,545.81201171875,58.8752288818359,83.1131286621094,117.754028320312,28.8031044006348,257.266479492188,418.449981689453,353.785949707031,359.662200927734,364.960388183594,1960,542,NA,NA,1477,99,1519,2101,515,106,300,200,-0.0569440014660358,24
"IS23341.D1EYBACXX.1.250137773",2,10,0,20,70,69,4.28136968612671,14.010890007019,40.8995475769043,9.18370056152344,0.62448650598526,497.918884277344,407.770751953125,427.035247802734,419.422302246094,256,58,NA,100,NA,NA,4875,5672,NA,NA,400,200,-0.103620000183582,26
"IS23357.D1EYBACXX.1.250137774",8,0,0,90,10,485.166290283203,59.9454154968262,197.251907348633,110.50146484375,34.7927627563477,82.674690246582,565.028137207031,409.496429443359,438.375946044922,422.304748535156,600,132,200,0,1297,152,2992,3381,NA,NA,600,300,-0.0762339979410172,23
"IS23358.D1EYBACXX.1.250137775",2,10,20,10,60,104,6.45307970046997,21.1178665161133,61.6457023620605,13.8420991897583,0.941255033016205,521.003479003906,410.676544189453,457.682312011719,431.972015380859,257,64,NA,100,NA,NA,4687,5938,NA,NA,400,200,-0.101420000195503,22
"IS23363.D1EYBACXX.1.250137776",2,10,0,20,70,63.2499961853027,3.92458915710449,12.843316078186,37.4912528991699,8.41839122772217,0.572445929050446,450.860809326172,358.887329101562,382.022918701172,371.933074951172,256,58,NA,100,NA,NA,4875,5672,NA,NA,400,200,-0.187619999051094,22
"IS23366.D1EYBACXX.1.250137777",2,10,0,20,70,116.999992370605,7.25971412658691,23.7575950622559,69.3514022827148,15.5723609924316,1.05891180038452,488.894836425781,393.339752197266,416.549011230469,404.94921875,256,58,NA,100,NA,NA,4875,5672,NA,NA,400,200,-0.11489000171423,24
"IS23367.D1EYBACXX.1.250137778",2,0,40,10,50,206.999984741211,14.299955368042,54.2741050720215,103.985618591309,27.6496086120605,6.79070043563843,411.900787353516,321.223175048828,338.400177001953,325.582611083984,1123,394,NA,100,NA,NA,3318,3877,NA,NA,300,100,NA,20
"IS23370.D1EYBACXX.1.250137779",1,0,0,20,80,63.2499961853027,3.92458915710449,12.843316078186,37.4912528991699,8.41839122772217,0.572445929050446,474.992736816406,372.09228515625,407.181396484375,386.550567626953,256,58,NA,100,NA,NA,4875,5672,NA,NA,400,200,-0.0158159993588924,24
"IS23373.D1EYBACXX.1.250137780",2,10,0,20,70,116.999992370605,7.25971412658691,23.7575950622559,69.3514022827148,15.5723609924316,1.05891180038452,407.573028564453,345.525573730469,370.35595703125,356.851318359375,256,58,NA,100,NA,NA,4875,5672,NA,NA,400,200,0.00579810002818704,22
"IS23375.D1EYBACXX.1.250137781",2,10,0,20,70,63.2499961853027,3.92458915710449,12.843316078186,37.4912528991699,8.41839122772217,0.572445929050446,406.997100830078,343.322814941406,366.269470214844,355.772277832031,256,58,NA,100,NA,NA,4875,5672,NA,NA,400,200,0.00501610012724996,23
"IS23376.D1EYBACXX.1.250137782",2,10,0,20,70,63.2499961853027,3.92458915710449,12.843316078186,37.4912528991699,8.41839122772217,0.572445929050446,517.194274902344,441.673950195312,460.574737548828,451.323944091797,256,58,NA,100,NA,NA,4875,5672,NA,NA,400,200,-0.0798320025205612,23
"IS23514.MRG.4.250047514",8,0,20,80,0,297.140411376953,16.1219482421875,36.1785087585449,140.300979614258,18.2280216217041,86.3109664916992,494.796508789062,485.890655517578,493.20556640625,496.338287353516,545,40,NA,NA,1422,661,3320,2938,973,NA,700,500,-0.341250002384186,24
"IS23521.MRG.4.250047515",8,0,20,80,0,297.140411376953,16.1219482421875,36.1785087585449,140.300979614258,18.2280216217041,86.3109664916992,494.796508789062,485.890655517578,493.20556640625,496.338287353516,545,40,NA,NA,1422,661,3320,2938,973,NA,700,500,-0.307969987392426,24
"IS23574.70MUKAAXX.2.250006059",8,0,20,80,0,297.140411376953,16.1219482421875,36.1785087585449,140.300979614258,18.2280216217041,86.3109664916992,494.796508789062,485.890655517578,493.20556640625,496.338287353516,545,40,NA,NA,1422,661,3320,2938,973,NA,700,500,-0.307969987392426,24
"IS23579.MRG.4.250047516",4,90,0,10,0,545.81201171875,67.4385833740234,221.90837097168,124.314140319824,39.1418571472168,93.0090255737305,441.212127685547,402.82470703125,404.118835449219,411.219268798828,223,52,300,400,893,27,4765,6234,524,182,700,500,-0.32328000664711,24
"IS23586.MRG.4.250047517",4,90,0,10,0,545.81201171875,67.4385833740234,221.90837097168,124.314140319824,39.1418571472168,93.0090255737305,441.212127685547,402.82470703125,404.118835449219,411.219268798828,223,52,300,400,893,27,4765,6234,524,182,700,500,-0.334419995546341,22
"IS23590.MRG.4.250047518",4,90,0,10,0,545.81201171875,67.4385833740234,221.90837097168,124.314140319824,39.1418571472168,93.0090255737305,441.212127685547,402.82470703125,404.118835449219,411.219268798828,223,52,300,400,893,27,4765,6234,524,182,700,500,-0.334419995546341,22
"IS23601.70MUKAAXX.2.250006071",9,30,0,70,0,297.140411376953,16.1219482421875,36.1785087585449,140.300979614258,18.2280216217041,86.3109664916992,514.165161132812,488.043548583984,482.844909667969,492.215301513672,503,19,NA,NA,1795,533,3042,3288,1060,NA,600,400,-0.294930011034012,25
"IS23615.D1EYBACXX.1.250137783",9,0,30,70,0,604.5,41.7600173950195,158.496109008789,303.668151855469,80.7448883056641,19.8308143615723,623.633544921875,465.783599853516,548.094970703125,507.226654052734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.365330010652542,27
"IS23644.MRG.4.250047519",8,0,0,100,0,206.999984741211,14.299955368042,54.2741050720215,103.985618591309,27.6496086120605,6.79070043563843,355.746887207031,317.3583984375,324.357208251953,326.211029052734,1228,202,1000,NA,1409,341,1623,2142,796,234,200,100,NA,20
"IS23645.628P7AAXX.7.250007085",8,0,0,100,0,206.999984741211,14.299955368042,54.2741050720215,103.985618591309,27.6496086120605,6.79070043563843,355.746887207031,317.3583984375,324.357208251953,326.211029052734,1228,202,1000,NA,1409,341,1623,2142,796,234,200,100,NA,20
"IS23651.D1EYBACXX.1.250137784",8,0,0,100,0,321.88916015625,34.7212944030762,49.015438079834,69.4446868896484,16.9864482879639,151.721282958984,345.423858642578,308.752624511719,317.154815673828,317.776306152344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.14911000430584,22
"IS23666.628P7AAXX.7.250007109",5,60,0,40,0,206.999984741211,14.299955368042,54.2741050720215,103.985618591309,27.6496086120605,6.79070043563843,390.589721679688,336.326354980469,352.199096679688,342.430328369141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
"IS23669.628NVAAXX.5.250006911",5,60,0,40,0,321.88916015625,34.7212944030762,49.015438079834,69.4446868896484,16.9864482879639,151.721282958984,486.784088134766,471.285217285156,465.177764892578,479.473999023438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.125279992818832,21
"IS2367.70MUKAAXX.1.250006437",9,0,33,67,0,940.009643554688,101.39623260498,143.139266967773,202.798629760742,49.605354309082,443.070129394531,328.874481201172,304.395690917969,318.905181884766,323.066345214844,1348,161,NA,NA,NA,NA,1987,2142,NA,NA,500,300,NA,23
"IS23674.D1EYBACXX.1.250137785",5,60,0,40,0,206.999984741211,14.299955368042,54.2741050720215,103.985618591309,27.6496086120605,6.79070043563843,424.817138671875,373.351959228516,392.133819580078,385.081817626953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
"IS23675.D1EYBACXX.1.250137786",8,0,0,100,0,297.140411376953,21.5375823974609,73.6969299316406,112.17391204834,33.7941970825195,55.9377670288086,269.02392578125,211.301498413086,234.684539794922,230.366287231445,1203,133,1000,NA,970,151,2878,3014,534,196,500,400,-0.137860000133514,21
"IS23679.D1EYBACXX.1.250137787",1,0,0,0,100,116.999992370605,7.25971412658691,23.7575950622559,69.3514022827148,15.5723609924316,1.05891180038452,298.473754882812,249.000030517578,260.040618896484,264.210784912109,108,17,NA,200,NA,NA,5029,6105,NA,NA,400,100,-0.180800005793571,26
"IS23684.MRG.4.250047520",8,0,0,100,0,503.846771240234,36.5202445983887,124.96435546875,190.207931518555,57.3031997680664,94.8509902954102,295.900665283203,225.808807373047,248.120803833008,243.154479980469,1203,133,1000,NA,970,151,2878,3014,534,196,500,400,-0.161439999938011,22
"IS23685.D1EYBACXX.1.250137788",8,0,0,100,0,297.140411376953,21.5375823974609,73.6969299316406,112.17391204834,33.7941970825195,55.9377670288086,270.563201904297,216.595977783203,240.47932434082,235.511962890625,1203,133,1000,NA,970,151,2878,3014,534,196,500,400,-0.180999994277954,24
"IS23687.D1EYBACXX.1.250137789",8,0,0,100,0,297.140411376953,21.5375823974609,73.6969299316406,112.17391204834,33.7941970825195,55.9377670288086,299.133880615234,271.381042480469,277.765014648438,285.560943603516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.208959996700287,24
"IS23693.D1EYBACXX.1.250137790",8,0,0,100,0,503.846771240234,36.5202445983887,124.96435546875,190.207931518555,57.3031997680664,94.8509902954102,305.762634277344,215.994537353516,234.404830932617,234.501831054688,1203,133,1000,NA,970,151,2878,3014,534,196,500,400,-0.0928770005702972,24
"IS23694.D1EYBACXX.1.250137791",11,20,60,20,0,321.88916015625,34.7212944030762,49.015438079834,69.4446868896484,16.9864482879639,151.721282958984,449.982147216797,368.035003662109,392.410797119141,391.448181152344,1987,641,NA,NA,1631,133,1682,2053,483,121,300,200,-0.160889998078346,23
"IS23698.D1EYBACXX.1.250137792",8,0,0,100,0,503.846771240234,36.5202445983887,124.96435546875,190.207931518555,57.3031997680664,94.8509902954102,354.354949951172,222.243286132812,252.706802368164,238.129302978516,1203,133,1000,NA,970,151,2878,3014,534,196,500,400,NA,23
"IS23700.D1EYBACXX.1.250137793",1,10,0,10,80,116.999992370605,7.25971412658691,23.7575950622559,69.3514022827148,15.5723609924316,1.05891180038452,431.652465820312,368.978363037109,383.096893310547,382.477996826172,257,64,NA,100,NA,NA,4687,5938,NA,NA,400,200,-0.137749999761581,20
"IS23711.D1EYBACXX.1.250137794",1,0,0,0,100,116.999992370605,7.25971412658691,23.7575950622559,69.3514022827148,15.5723609924316,1.05891180038452,377.144805908203,298.935363769531,312.893707275391,307.942565917969,108,17,NA,200,NA,NA,5029,6105,NA,NA,400,100,NA,23
"IS2379.D0D0HACXX.5.250046286",8,0,0,100,0,867.736206054688,74.2404327392578,41.8655586242676,149.905334472656,49.6379318237305,552.086975097656,418.015991210938,356.085998535156,387.334533691406,381.243499755859,699,162,200,0,984,141,3109,3533,487,75,600,300,-0.183229997754097,23
"IS2382.D0D0HACXX.5.250046287",8,0,0,100,0,867.736206054688,74.2404327392578,41.8655586242676,149.905334472656,49.6379318237305,552.086975097656,418.015991210938,356.085998535156,387.334533691406,381.243499755859,699,162,200,0,984,141,3109,3533,487,75,600,300,-0.183229997754097,23
"IS2397.D0D0HACXX.5.250046289",8,0,0,100,0,867.736206054688,74.2404327392578,41.8655586242676,149.905334472656,49.6379318237305,552.086975097656,418.015991210938,356.085998535156,387.334533691406,381.243499755859,699,162,200,0,984,141,3109,3533,487,75,600,300,-0.183229997754097,23
"IS2416.70MUKAAXX.1.250006449",8,0,0,100,0,867.736206054688,74.2404327392578,41.8655586242676,149.905334472656,49.6379318237305,552.086975097656,418.015991210938,356.085998535156,387.334533691406,381.243499755859,699,162,200,0,984,141,3109,3533,487,75,600,300,-0.183229997754097,23
"IS24283.D1EYBACXX.1.250137795",8,10,0,90,0,545.81201171875,58.8752288818359,83.1131286621094,117.754028320312,28.8031044006348,257.266479492188,530.519348144531,436.395050048828,463.881652832031,449.322845458984,1135,123,NA,NA,NA,NA,1838,1669,NA,NA,600,400,-0.14860999584198,23
"IS24286.D1EYBACXX.1.250137797",4,90,0,10,0,545.81201171875,67.4385833740234,221.90837097168,124.314140319824,39.1418571472168,93.0090255737305,698.072143554688,538.507446289062,594.945068359375,567.085998535156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0351939983665943,21
"IS24287.D1EYBACXX.1.250137798",8,0,0,90,10,312,21.5535564422607,81.8044509887695,156.731948852539,41.6747817993164,10.2352590560913,427.324615478516,351.132263183594,371.865478515625,360.617126464844,600,132,200,0,1297,152,2992,3381,NA,NA,600,300,0.0365010015666485,23
"IS24288.D1EYBACXX.1.250137799",8,10,0,90,0,485.166290283203,52.3335456848145,73.8783416748047,104.670257568359,25.60276222229,228.681350708008,558.201232910156,456.947143554688,494.585693359375,460.956665039062,1135,123,NA,NA,NA,NA,1838,1669,NA,NA,600,400,-0.359670013189316,21
"IS24292.D1EYBACXX.1.250137800",8,0,20,80,0,206.999984741211,14.299955368042,54.2741050720215,103.985618591309,27.6496086120605,6.79070043563843,350.984161376953,299.497009277344,309.301940917969,304.840240478516,618,142,NA,NA,NA,NA,2977,3219,NA,NA,600,400,-0.046119000762701,23
"IS24294.D1EYBACXX.1.250137801",1,10,0,10,80,297.140411376953,21.5375823974609,73.6969299316406,112.17391204834,33.7941970825195,55.9377670288086,357.459594726562,310.5419921875,315.908508300781,322.565307617188,265,67,NA,100,NA,NA,4658,5955,NA,NA,400,200,-0.0205279998481274,23
"IS24297.D1EYBACXX.1.250137802",11,0,50,30,20,321.88916015625,34.7212944030762,49.015438079834,69.4446868896484,16.9864482879639,151.721282958984,458.005767822266,457.034606933594,457.123199462891,471.418853759766,1656,568,NA,NA,2190,193,1715,2466,600,NA,300,200,NA,22
"IS24299.D1EYBACXX.1.250137803",5,60,0,20,20,321.88916015625,34.7212944030762,49.015438079834,69.4446868896484,16.9864482879639,151.721282958984,431.7578125,381.464508056641,397.962036132812,402.569244384766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.251010000705719,24
"IS2430.70MUKAAXX.1.250006461",8,0,0,100,0,1323.80529785156,142.795227050781,201.581481933594,285.599090576172,69.8586807250977,623.970825195312,341.838012695312,292.358032226562,311.460021972656,308.013153076172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
"IS24302.D1EYBACXX.1.250137804",4,90,0,10,0,1323.80529785156,142.795227050781,201.581481933594,285.599090576172,69.8586807250977,623.970825195312,323.245819091797,298.041625976562,294.530639648438,306.431396484375,661,82,1000,0,2038,79,2493,3258,NA,NA,400,200,-0.0820759981870651,23
"IS24308.D1EYBACXX.1.250137805",2,0,0,40,60,350.999938964844,24.2477493286133,92.0299911499023,176.32341003418,46.8841171264648,11.5146646499634,370.255828857422,360.823028564453,373.503540039062,374.137145996094,479,54,1000,0,2309,174,3086,4267,NA,NA,500,300,-0.36531001329422,27
"IS24309.D1EYBACXX.1.250137806",8,0,20,80,0,350.999938964844,24.2477493286133,92.0299911499023,176.32341003418,46.8841171264648,11.5146646499634,476.954681396484,425.21484375,429.043670654297,442.105743408203,618,142,NA,NA,NA,NA,2977,3219,NA,NA,600,400,-0.167720004916191,24
"IS24713.B064FABXX.1.250009985",12,0,100,0,0,503.846771240234,36.5202445983887,124.96435546875,190.207931518555,57.3031997680664,94.8509902954102,398.923645019531,341.679290771484,356.483428955078,347.827056884766,1217,185,700,NA,831,96,2525,2982,508,132,500,300,NA,23
"IS24775.D0D0HACXX.5.250046090",12,0,100,0,0,545.81201171875,58.8752288818359,83.1131286621094,117.754028320312,28.8031044006348,257.266479492188,392.774291992188,338.5625,361.702911376953,357.63525390625,1311,265,NA,NA,NA,NA,2078,2105,NA,NA,500,300,NA,25
"IS24786.B064FABXX.1.250009997",12,0,100,0,0,545.81201171875,58.8752288818359,83.1131286621094,117.754028320312,28.8031044006348,257.266479492188,392.774291992188,338.5625,361.702911376953,357.63525390625,1311,265,NA,NA,NA,NA,2078,2105,NA,NA,500,300,NA,25
"IS24875.D1EYBACXX.1.250137819",9,0,33,67,0,545.81201171875,58.8752288818359,83.1131286621094,117.754028320312,28.8031044006348,257.266479492188,455.796508789062,404.999877929688,413.356658935547,412.248443603516,1348,161,NA,NA,NA,NA,1987,2142,NA,NA,500,300,NA,23
"IS25055.B064FABXX.1.250009954",8,0,0,100,0,193.591491699219,14.0320625305176,48.0146751403809,73.0830078125,22.0174331665039,36.4443016052246,381.838806152344,336.610900878906,340.22900390625,345.839172363281,1085,204,1000,NA,1700,459,1404,1939,913,261,100,100,-0.164739996194839,20
"IS25098.D1EYBACXX.1.250137820",8,0,0,100,0,193.591491699219,14.0320625305176,48.0146751403809,73.0830078125,22.0174331665039,36.4443016052246,327.829376220703,258.382507324219,263.802215576172,269.050354003906,1532,217,800,NA,732,81,2296,2646,506,186,500,300,-0.112199999392033,21
"IS25506.D1EYBACXX.1.250137821",2,20,0,10,70,201.5,12.5028409957886,40.9158630371094,119.438545227051,26.8190689086914,1.82368147373199,566.457885742188,426.186676025391,494.031402587891,439.666900634766,246,54,NA,100,NA,NA,4914,5649,NA,NA,400,100,-0.221540004014969,21
"IS25543.D1EYBACXX.1.250137822",4,80,10,10,0,604.5,41.7600173950195,158.496109008789,303.668151855469,80.7448883056641,19.8308143615723,701.821105957031,570.107116699219,652.300903320312,605.735961914062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.287880003452301,20
"IS25548.MRG.4.250047537",4,80,10,10,0,116.999992370605,7.25971412658691,23.7575950622559,69.3514022827148,15.5723609924316,1.05891180038452,585.907958984375,476.956726074219,528.574523925781,495.220489501953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.269459992647171,24
"IS25670.D1EYBACXX.1.250137823",9,0,50,50,0,193.591491699219,14.0320625305176,48.0146751403809,73.0830078125,22.0174331665039,36.4443016052246,417.848480224609,357.612426757812,370.055999755859,370.445953369141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.112109996378422,22
"IS25690.D1EYBACXX.1.250137824",8,0,20,80,0,193.591491699219,14.0320625305176,48.0146751403809,73.0830078125,22.0174331665039,36.4443016052246,440.815460205078,401.835815429688,409.891784667969,409.153747558594,1097,183,1000,NA,1700,459,1512,1871,913,261,200,100,-0.248799994587898,19
"IS25694.D1EYBACXX.1.250137825",12,0,100,0,0,321.88916015625,34.7212944030762,49.015438079834,69.4446868896484,16.9864482879639,151.721282958984,400.962371826172,328.152984619141,338.425262451172,339.261627197266,2358,884,NA,NA,2225,132,901,1586,508,41,200,100,-0.175799995660782,17
"IS25702.628P7AAXX.7.250007063",12,0,100,0,0,297.140411376953,21.5375823974609,73.6969299316406,112.17391204834,33.7941970825195,55.9377670288086,379.694580078125,298.85205078125,307.077301025391,301.649475097656,203,35,0,600,469,181,4954,6009,658,182,800,600,-0.354470014572144,22
"IS25706.D1EYBACXX.1.250137826",12,0,100,0,0,297.140411376953,21.5375823974609,73.6969299316406,112.17391204834,33.7941970825195,55.9377670288086,410.75537109375,336.681854248047,355.823699951172,343.926452636719,2358,884,NA,NA,2225,132,901,1586,508,41,200,100,NA,22
"IS25708.D1EYBACXX.1.250137827",12,0,100,0,0,297.140411376953,25.4222793579102,14.3360939025879,51.3323440551758,16.9976043701172,189.05207824707,391.957061767578,337.274719238281,341.931427001953,346.259918212891,2358,884,NA,NA,2225,132,901,1586,508,41,200,100,-0.219760000705719,20
"IS25722.D1EYBACXX.1.250137828",8,0,0,100,0,297.140411376953,21.5375823974609,73.6969299316406,112.17391204834,33.7941970825195,55.9377670288086,444.596954345703,426.681213378906,441.316955566406,439.6396484375,1039,100,NA,NA,1124,396,2578,2688,791,NA,600,400,-0.332219988107681,25
"IS25732.MRG.4.250047538",8,0,0,100,0,321.88916015625,34.7212944030762,49.015438079834,69.4446868896484,16.9864482879639,151.721282958984,395.84814453125,373.810852050781,375.695190429688,379.181121826172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.155929997563362,26
"IS25733.B064FABXX.1.250009950",12,0,100,0,0,297.140411376953,21.5375823974609,73.6969299316406,112.17391204834,33.7941970825195,55.9377670288086,379.694580078125,298.85205078125,307.077301025391,301.649475097656,2358,884,NA,NA,2225,132,901,1586,508,41,200,100,-0.311089992523193,20
"IS25752.D1EYBACXX.1.250137829",9,0,50,50,0,209.715667724609,22.6214466094971,31.9342994689941,45.244270324707,11.0669288635254,98.8487167358398,355.300720214844,312.416839599609,320.207641601562,323.674072265625,1433,176,1000,NA,730,66,2047,2331,523,171,500,300,-0.333059996366501,17
"IS25766.D1EYBACXX.1.250137830",8,0,0,100,0,297.140411376953,25.4222793579102,14.3360939025879,51.3323440551758,16.9976043701172,189.05207824707,527.603149414062,505.796508789062,502.600677490234,510.545562744141,1300,355,0,44,750,206,3574,2894,371,312,700,500,-0.289880007505417,14
"IS25772.D1EYBACXX.1.250137831",11,0,60,40,0,485.166290283203,52.3335456848145,73.8783416748047,104.670257568359,25.60276222229,228.681350708008,424.790740966797,393.361755371094,409.012847900391,399.859344482422,1295,151,NA,NA,NA,NA,1950,2024,NA,NA,500,300,-0.206060007214546,24
